,star,date,review
0,2,2018년 10월 15일, 이 게임은 어떻게 통치하냐에 따라서 새로운 이벤트가 막 생기고 그에 따른 다양한 엔딩을 볼 수 있는 타입의 게임이 아닙니다. 공략을 안보고 두뇌 풀가동으로 트루 엔딩을 보라고 만든 게임인거 같긴 하지만...개인적으로는 그냥 공략보고 깨시는걸 추천드립니다...
1,5,2018년 10월 29일, 왜 v3악성코드 검사하면 게임이 악성코드라 삭제권장이 뜨죠 게임를 삭제하고 재설치해도 똑같네요 여왕버전이나 왕좌버전은 안뜨는데 이것만 악성코드로 뜨네요
2,4,2018년 11월 27일, 재미있었는데 리셋 몇번 하니까 내용이 반복되니까 약간 지루하긴 하네요ㅠ 그래도 재미있긴 재미있음! 일단 시작하면 끝을 볼때까지 게임에서 못 빠져나옴!
3,5,2018년 10월 13일, 4가지의 선택지와는 관계없이 하나의 목적(저주를 푸는 것)을 위한 게임이다.
4,1,2018년 10월 18일, 갑자기 악성코드가 있어서 지웁니다
5,5,2018년 10월 19일, 재밌는 게임이네요
6,4,2018년 10월 7일, 킬링타임용으로 좋은 겜
7,2,2017년 12월 11일, 자유도가 높은 게임인 줄 알았는데 결국 하나의 목적을 위한 게임이였음. 그 많은 선택지들 중 대다수는 그냥 4가지 게이지를 조절하는 용도였고 결국 끝에 엔딩을 보기 위해 노가다로 수집하는 게임. 선택지도 랜덤으로 나와서 노가다성이 더 해짐. 따라서 처음 해볼때는 신선했지만 1회차를 마치고 실체를 깨닫고 난 뒤엔 금방 질리는 게임
8,3,2017년 12월 31일, 킬링타임용 게임. 이벤트에 대한 랜덤적 요소가 없어 몇판 돌리면 훤히 보이는 이득과 손해. 오래잡고하는 겜은 아님
9,3,2017년 12월 13일, 1번째 왕 보두안으로 666년 악마를 만나서 저주를 받고 아니요 만하다가 죽어서 2세대왕으로 바뀔때 나타나는 망령에서 예라고 했는데 왜 저주가 실행이 안돼나요?
,3,2017년 12월 26일," 추억의 게임 좋네요. 그런데 직원들 움직임이 영 아니에요. 특히 수리공들... 놀이기구 내구도도 들쭉날쭉이에요. 어떤 건 60%쯤 수명 다하는데 어떤 건 85%인데도 스탑돼서, 놀이기구 많아지면 부수고 다시 짓고 하느라 공원 운영에 신경을 못쓰겠어요. 돈은 잘 벌어 그나마 다행...내구도만 적당히 수정돼도 할 만하겠네요."
0,5,2018년 4월 23일," 샌드박스 모드는 툴킷 구매하면 가능합니다. 그리고 도트 게임이 아닌 3d 그래픽을 캡쳐해서 2d로 옮긴거구요. UI나 최적화 등 이식은 
완벽한 수준이고 전체적인 난이도 조절까지 되어있습니다. 유저 친화적으로 가속 기능도 지원하여 완성도가 더 높아졌습니다."
1,5,2018년 1월 20일, 제가 원하던 게임을 그대로 담고 있어서 좋습니다. 롤코타도 처음 접했을때 영어로 했었기에 딱히 거부감은 안들더군요. 또 맵도 엄청 많아서 대여섯 하다가 귀찮아서 안한지 4달이 넘었네요. 앞으로도 안할거 같습니다. 굉장히 재밌습니다! 다운 받을 돈이 아깝지 않습니다. 지금 바로 설치하세요!
2,5,2018년 2월 4일, 예전에 하던 거랑 똑같이 플레이할 수 있어서 너무 재밌어요. 그런데 건설한 놀이기구 파괴할 때 같이 설치된 장식도 제발 같이 사라지게 해주세요. 그거 다 하나하나 삭제하려니 힘들어요 ㅠㅠ 그리고 영토 살때 드래그해서 한 번에 살 수 있게 해주세요 그것도 한 개씩 클릭하려니 너무 힘듭니다 ㅠㅠ노가다 ㅠㅠ 그거 말고는 넘 재밌고 좋아요!!!!! ♡
3,5,2018년 1월 21일, 영어 대충이라도 알게되면 재밌는게임... 근데 문제가 고장이너무 잘남... 정비공을 불러서 수리하게 되면 딱딱 맞춰야하는게 좀 불편한감이 있어요
4,4,2018년 5월 7일," 놀이공원입장객과 직원의 인공지능이 정말 비효율적입니다. 건축에 있어 번거로움이 많은 것은 롤코타 시리즈 특유의 문제점이라 이해는 
하겠지만, 버그들하고 인공지능 문제 때문에 유료 버전의 경우 난이도가 엄청 어려워지는군요."
5,4,2017년 12월 24일, 옛추억이 살아 잇네요. 영어로 되어 잇어... 좀 아쉽네요.....  게임 하기에는 전혀 지장이 없지만 그래도 한국 사람이기에 한글버전이 나왓으면 합니다. 한글버전이 나온다면 별 다섯개짜리 게임 이네요.
6,4,2018년 10월 17일, 개선바란다 1.한글화 바란다ㅡ모국어가 더 와닿는다 2.여자 손님 추가 바란다ㅡ게이타이쿤임? 3.인공지능 발달 바란다 4.입장료랑 기구 이용료 내맘대로 하고싶다ㅡ왜 PC버젼이랑 다르냐
7,5,2017년 12월 31일, 공원가치 어떻게 올리나요... ㅠㅠ 공략좀.. 공원가치 맵 몇 판째 해도 30만이 안되서 못깨고 있음 흑
8,1,2018년 5월 28일," 와 무슨 페이지는 한글로 꾸며 놓고 게임은 받아보니 영문판입니까? 다운 완료 할 때까지 이거 영문판이라는 고지도 없고 환불해달라고 해도 
2주째 대답도 없네"
9,4,2018년 7월 21일," 완전 좋아하는 게임이라 열심히 하는중인데 갑자기 어제부터 멈추더니 그래픽이 이상해졌습니다 크게 확대해야지만 선명하게 보이고(너무 
크게확대해도 그래픽이 깨짐) 원래는 작게해도 어느정도 그래픽은 좋앗는데 지금은 예전같지 않네요..."
,1,2017년 4월 23일, Ollar 관련 업적이 두개다 96%에서 더이상 안올라가는거랑 (40000ollar 넘게벌었는데...) starite 관련 업적이 98%에서 안넘어가는 이유좀........ 달성못함이거ㅡ?ㅜㅜㅜ 그리고 이번업데이트하고 다깨논거 다날라가서 월드1 다시깨노니까 월드2가안열림. 어쩌라는거야이거
0,5,2016년 5월 13일,재미있네요 영어 공부도 되고요 ㅎㅎ
1,3,2017년 12월 25일, 한국어 아님 브라질어 도 추가해세여. 언어때문에 게임에서 번역으로 나갔다 왔다 해야해요.기왕이면 브라질어도 좀 넣어주세요.
2,5,2016년 6월 17일,감사합니다 몇년전부터 하고싶던 게임 드디어 찾았네요 보자말자 결재했습니다
3,5,2018년 4월 6일, 오랜만이네요 ㅋㅋ 추억인생겜인데 개꿀잼
4,5,2016년 7월 3일,이런게임은 찾기힘든데 최고입니다
5,5,2016년 8월 11일,정말재미있어요. 돈 주고 사용해도 안아까운 게임이네요.
6,4,2016년 8월 14일,결제오류가 났네요 1.10달러로 결제 했는데 1.00달러가 또 결제되었습니다. 결제오류 났는데 빠른 환불 부탁드립니다
7,5,2017년 3월 23일, 한글 지원좀 해주세요
8,5,2017년 3월 5일, Wow this game vere weasome!
9,5,2017년 2월 28일, 짱! 짱! 이것이 제가 원하던 게임입니다!
,1,2017년 2월 10일, 노잼
0,5,2016년 11월 12일,BEST GAME EVER!!!!!!!!! SO FUN
1,1,2016년 8월 13일,환불은 어떻게 하나요? 게임이 재미가 없어서 환불 할려는데 어떡해 하나요?
2,5,2016년 1월 15일,잼나네 ㅋㅋㄱㄱㄱㅋ 근데 약간 렉이좀 있네요
3,5,2016년 1월 2일,very good 👍 but it has crash sometime
4,5,2016년 5월 21일, 야하
,2,2018년 11월 17일, 광고 좀; 아니 나랑 해보자는 건가 하는 생각까지듬 광고 보게할라고 아예 못깨게 나오는건지 14개 눌렀는데 뒤지는건 내가 빡대가리가 아니라 걍 깨지말라는거 아님?ㅎ
0,5,2018년 11월 23일, 짱 재밌있는 데 어렸네요
1,5,2018년 11월 18일, 너무 재밌음 진짜로 ㅠ
2,3,2018년 11월 24일, 광고가 너무 많아요. 제가 게임을 하고 있는지 광고 사이트에 와있는지 모르겠네요.
3,2,2018년 9월 30일, 게임은 재미있어 할만한데 한게임 하고 끝날때마다 계속 광고가 나오니까 재밌다가 정말 화가 나네요..이 광고로 돈 버는 건 좋지만 넘 고아고가 많아 게임을 즐기기가 정말 힘드네요 제발 광고좀 줄여주세요
4,1,2018년 9월 30일, 3탄부터는 못깨게 해서 계속 광고보게 하고 광고도 30초짜리 긴 겈ㅋㅋㅋㅋ 한 판 깨려면 광고 무조건 2-3번 봐야함
5,2,2018년 9월 30일," 광고가 주 수입원 인건 알겠고, 죽었을때 광고 보는거는 이해를 해도 깰때도 광고가 나오네요"
6,1,2018년 9월 29일, 광고가 너무 많고 똑같은게 계속 나와서 죽어요
7,1,2018년 10월 7일, 광고도 많고 똑같은것만 나와서 계속죽어요
8,5,2018년 10월 4일, 너무 좋아옴!!
9,3,2018년 10월 9일, 광고 너무많아
,5,2018년 12월 3일, 팽이라는 게임이 흥미가 없지만 그걸 살려낸 대단한 게임입니다
0,1,2018년 12월 2일, 재밌는데 렉 너무 심한 거 줄여 주세요
1,5,2018년 12월 3일, 개임 컨트롤이 좋지 않지만 생각보다 재미있다
2,2,2018년 12월 2일, no support online
3,5,2018년 12월 2일, 야깐재미있어요!
4,5,2018년 12월 3일, 같이 할수있는 팽이게임
5,5,2018년 12월 4일, 꿀잼
6,5,2018년 12월 2일, 너무 ~ 재미있어요^^.
7,2,2018년 12월 5일, ㅜㅅ굿
8,1,2018년 12월 1일, 아니옆으로가면 왜뒤로가고 스킬을겨우했는데왜무적정도는줘도돼는거이님?맨위에있는 번개표시요
9,5,2018년 11월 30일, 재미있다와.
,4,2018년 12월 5일," 게임 잘만들었습니다. 하지만 pk.. 가 페널티도 없이 너무 쉽게 되어있네요... 필드에서 사냥을 해도 pk걸고있고 자원 1~4시간 열심히 케고 있어도 걸고.. 게임은 참 재미있는데... 사냥 5분만에 pk 걸리고, 자원 열심히 케는데 계속털리고.. 플레이가 힘들어 지웁니다..."
0,5,2018년 12월 2일, 나는 원해요 한국어 스타플릿의 개발자들 한국어에 불만 있어요? 당신의 불만 나의 과금으로 대체되었다 AND I ALSO 트렉조아
1,4,2018년 12월 2일, 다 좋은데 한글 번역도 필요없고 그냥 채팅으로 한글 칠 수는 있게 문자셋 utf-8로 바꿔라
2,5,2018년 12월 1일, 오랫만에 좋은 게임을 만났네요. 얼른 한글화돼서 좀더 원활한 플레이를 할수 있었으면 좋겠습니다.
3,5,2018년 11월 29일, 재밌습니다~ 한국어지원하면더꿀잼일거같습니다~
4,4,2018년 11월 28일, 다 좋지만 한국어지원이 있었으면 좋겠습니다.
5,2,2018년 12월 1일, 하지마세요 돈안쓰면 성질만 더러워집니다
6,5,2018년 12월 5일, Need korea language. 한국어지원이 필요합니다.
7,1,2018년 12월 2일," 아놔~ 영어라서 몬말인지 알아야겜을하지 우리는 이런거 못만드나요? 존심상하넹 지미,,,,,"
8,5,2018년 12월 4일, 복잡한데 잼남 시간투자 필요
9,1,2018년 11월 29일, 한글화 안되서 지웁니다 한글화해주세요 한국무시하나요?
,5,2018년 12월 3일," 현금카▷지노 🔥 M Χ M 2 １ , ℂ 0 'Ⅿ 🔥 전에 업데이트에 매치설정이 바꾸셨길래 뭐지? 하고 넘겼는데 제가 실버801이거든요. 그런데 실버인데 매치를 하면 랭크가 높은 사람들이 많이 서버에 들어와서 게임이 너무 어려워요. 진짜 다른 건 다 좋은데 랭크가 같은 사람들이랑 하는게 좋아요. 그래서 낮은 랭크인데 핵을 쓰는 유저들이 많아요"
0,5,2018년 12월 4일," 현금▷카지▷노 🔥 M Χ M 2 １ , ℂ 0 'Ⅿ 🔥 전에 업데이트에 매치설정이 바꾸셨길래 뭐지? 하고 넘겼는데 제가 실버3773이거든요. 그런데 실버인데 매치를 하면 랭크가 높은 사람들이 많이 서버에 들어와서 게임이 너무 어려워요. 진짜 다른 건 다 좋은데 랭크가 같은 사람들이랑 하는게 좋아요. 그래서 낮은 랭크인데 핵을 쓰는 유저들이 많아요"
1,5,2018년 11월 29일, 이 게임 정말 재미있긴한데 제가 지금 445단계 이거든요. 근데 올라가도 큰차이가 없어요. 난이도가 다 비슷해요 그리고 캐릭터도 더 만들어 주세요
2,5,2018년 11월 28일, 게임자체는 잘 만들었습니다 그러나 광고가 너무많습니다.이점은 와이파이를 끄면 되지만 너무 번거로운점이 있어 광고를 자제해주셨으면 좋겠습니다 +같은곳에서 튕기다보면 엄청 빨라지는거 의도한건가요?
3,5,2018년 11월 30일, 이건 레알 게꿀재이다 광고가 만지만 와이파이끄면 되니까 괜찮아요 그리고 중독성 쩔고 밖에서 시간때우거나 기다리거나 할때 하면 좋을듯. 굳!
4,1,2018년 11월 29일, 아니 제작자야 어?맵을 5개~10개만들면 재밌는줄아냐? 적어도 20개는 만들어야 눈치못채고 게임이라도하지 난이도도 다똑같고 재미없어서 지운다
5,1,2018년 11월 27일, 이거랑 똑같은 게임이 이거보다 하루 일찍 나왔던데 카피인가요? 죄송하지만 먼저 나온 게임보다 불편하고 별로에요.
6,4,2018년 12월 1일, 아니 재밌긴 한데... 솔직히 비슷한 단계 계속 반복해서 나오는거 같아서 나중에가면 좀 지루해요...;; 그리고 너무 쉬움
7,5,2018년 11월 29일, 진짜 핵잼꿀잼이고 진짜 재미있는데 캐릭터를 도 다양하게 해줬으면 좋을꺼같아요 광고도 다 보고 캐릭터 다 얻었는데 더 새롭고 신기한 캐릭터가 추가됐으면 좋겠네요!그럼 좋은시간 보내세요~!
8,1,2018년 12월 4일, 중간에 나오는 광고가 아이가 보기엔 선정적이네요.깜짝놀랐어요.당장 게임 삭제하라고 했습니다.ㅡㅡ;;;
9,5,2018년 12월 4일, 버그땜에 65단계 통과가 안됬어요;; 너무 멀리 위로 날아가서 골인지점까지 들어갔는데 죽더라고요 버그좀 고쳐주세요
,5,2018년 12월 4일, 재미있어요.근데 자석처럼 동전을 모으는 보드가 새로 나오면 좋겠어요.기대할게요!!!!!!
0,5,2018년 12월 1일, 심심하고 와이파이 안터질때 하면 딱좋네용 재밌어요~
1,5,2018년 12월 1일, 몇년전에 하다가 복귀했는대 역시 꿀잼은 꿀잼!
2,4,2018년 12월 3일, 재미있어요!!!!ㅋㅋ
3,5,2018년 11월 30일, 업데이트 돼서 너무 예쁘고 재미있어요. 앞으로 더재미있게해주세요
4,5,2018년 12월 1일, It's good when you do not have Wi-Fi! Full chan! But let me get a lot of item boxes (?) When I play games.
5,5,2018년 12월 2일, 업데이트되서 더 좋고 와이파이가 필요없어서 어디서든지 할수있어서 좋내요
6,5,2018년 11월 29일, 꿀잼 입니다!
7,4,2018년 12월 3일, 좀......재밌내요.
8,5,2018년 11월 29일, 안녕 하세요 ㅠ
9,1,2018년 12월 1일, 업뎃하구나서 시선이 지대로 안보임
,2,2018년 11월 8일, sound bug please
0,1,2018년 9월 18일, 패드 대응 잘 되던게 가로모드로 바꾸면 다 안되고 난리... 아 진짜 못해먹겠네
1,2,2018년 11월 13일, 왜이렇게 오류가 심해진 거죠 전에는 안그랫던거 같은데 터보오류 저장오류 실행오류 오류 오류 오류
2,1,2018년 9월 4일, Lite 버전에서 사용하던 세이브는 어떻게 가져와야하나요?
3,3,2018년 9월 30일, 슈퍼 동키콩 컨트리 1 이 업뎃 후 안 되네요~~
4,3,2018년 4월 16일, 다 좋아서 결재까지 했는데 중국산 wee패드 세팅은 확실히 했는데 게임상 동작을 안합니다. 무료 어플에건 잘 되는데요 ㅠ 너무 아쉽네요.
5,3,2018년 6월 8일, 8bitdo패드 방향키가 작동안함. 그 외 블루투스 패드 연결에 문제가 있는거 같음.
6,1,2018년 2월 17일, 저장할라고샀는데안돼잔ㅅ아
7,1,2017년 12월 31일, area88 sound noise
8,5,2017년 10월 31일, 슈퍼패미콤 인가 현대수퍼컴보이 게임이 하고싶을땐 이게 짱좋습니다.
9,1,2017년 10월 18일, 다른무료앱도 돌아가는 겜이 깨짐... 참내 어이없네..
,5,2018년 12월 5일, 아주잼
0,1,2018년 12월 4일, 노잼
1,5,2018년 12월 2일, 너무 재미 있어요. 전 오늘아침9시48분부터 10시27분 까지 광고가 안나와서 좋고여. 한 끈을 넘어도 안죽어서 너무 좋아여♡~~재작자님 힘네세요.!!!~~♡
2,5,2018년 12월 4일, 재밌어요 업데이트많이해주세요
3,5,2018년 12월 2일, 쩔어
4,5,2018년 12월 2일, 가꿀잼
5,4,2018년 11월 21일, 그냥 일반적인게임 같아요. 광고 나오는건 다 그렇잖아요. 조금 업그레이드 해주시면 좋을것같네요!! 대결시스템도 추가해주시면 엄지척👍👍
6,4,2018년 11월 25일, 재밌는데 광고가 너무 많아요 광고좀 없에 주세요ㅎㅎ
7,3,2018년 11월 27일, 광고보다 암걸리것같아서깔음 손
8,4,2018년 11월 27일, 그럴저럭한 게임인 것 같습니다
9,5,2018년 11월 26일, 친구폰으로 해봤는데 재미있어서 저도 이앱 깝니다
,1,2018년 11월 2일, 앤ㆍ 진짜 이거 하볼라니까 완전 조작도 안되고 회살표도 안보이고 계속 화면터치하니까 구매 창뜨고 그리고 겨우됬다 십으면 또 띡띡 소리만나고 플래이가 안ㆍ듸!어 쫌 씨x
0,5,2018년 11월 11일, 오류가 너무 많고요 광고도 너무 많아요... 보상으로 상자를 주는데 솔직히 광고보고 까는건 점 아닌것 같아요.... 한판 끝날때미다 광고보고..그래도 이건 참을 만해요 근데! 오류가 너무 많아요 예를들어 갑자기 튕긴다던지 아니면 갑자기 화면이 멈춘다던지 이것만 개선해주시면 더 재미있는 게임이 될것 같아요
1,1,2018년 11월 26일, 이거 하지마세요 ㅋㅋㅋ 완전 광고게임이네요 게임자체는 나잡아잡숴 수준입니다 그냥 한판끝나면 광고 상자열래도 광고 뭐좀하려하면 광고.... 거리대충마추고 적근처에 포탄떨어트리면 ㅋㅋ 적탱크가 그위치로옮겨옵니다. 담턴에 각도?파워? 조절필요없이 파이어버튼한번이면 겜끝나도록 되어있고 끝나면어김없이광고입니다 ㅋㅋㅋㅋㅋ
2,3,2018년 11월 22일," 너뮈랙이 심하게걸려요 . 재미는 있는데 하다보면 나가져서 재미도 뭐고 다 생각이안나요 짜증만 나고, 진짜 재미있는데 제발 랙좀 고쳐주 세요. 그것만 없에면 정말 완벽한 게임이에요. 그리고 우승을하면 상자를 주는데, 광고를 보는건 좀 아니지읺나요? 또 상자를 열어서 돌리는데 왜 하나가 뽑히면 그 뒤에께 뽑히죠? 재미있지만 정말 화가나네요. 랙이라도 꼭 고쳐주시길 바랍니다."
3,1,2018년 11월 20일, 업데이트 이후로 많은 기기들이 지금 탱크스타가 실행이 안된다고 하고 있는데 오류 언제 수정 해주실 건가여..? 많이 기다린거 같은데 그덩안 한게있어서 안지우고 있거든요? 데이터 날아갈까봐
4,3,2018년 11월 10일, 왜 업뎃후부터 화면이 탱크밖에 안뜸? 친구 소개로 전부터 재밌게 플레이 하고 있었는데 갑자기 갑분싸 만드면 어쩌자는거임? 제발 빨리 고쳐주셨으면 좋겠군요
5,2,2018년 11월 11일, 아니 온라인으로 뜨면 선방을 안주면서 어떻게 쳐 이기라는건지 진짜 헤벨이 낮은 사람한테 선방 줘야 되는거아님??? 왠만해서는 내가 이런거 안쓰는데 화살표도 정확히 놨는데 다른곳으로 가며는 어쩌자는건지
6,1,2018년 12월 4일," 와.,머 이런 사기겜 첨봄 리뷰 첨남김, 겜접속후 한판할라니 ?주후 주당8천원 자동결제창. 껐더니 자동한판 컴이랑연결. 종료도안뎀 혹시나 3판 컴이랑 되도안는각도껨 했는데 종료안되서 강종함 이거 레알 사기."
7,4,2018년 11월 22일," 제작자님 게임은 정말로 재밌습니다. 다만 한 판이 끝날 때마다 계속 광고가 뜹니다. 게인적인 생각으로 광고가 너무 많다고 생각합니다. 또한, 상자를 깔 때마다 광고를 보는 것도 조금 심각하다고 생각합니다. 광고를 4~5판에 1번 뜨게 해주시고 상자를 깔 때도 광고를 안보게 해쥬시면 정말로 감사하겠습니다. 다시 한 번 이런 재미있는 게임을 만들어주셔서 정말로 감사드립니다."
8,2,2018년 11월 2일, 업데이트후 4번째 탱크와 파란 배경밖에 안보이네요 하루에 한번은 꼭 하는 게임이데 오류가 나서 하질 못하네요...ㅠㅠ 정말 재밋게 했는데..빠른 시일네에 고쳐주시길을 바랍니다
9,2,2018년 11월 4일, 탱크 업그레이드 필요없음 멀티플레이 하면 어차피 업한 탱이든 아니든 데미지 렌덤으로 들어가서 데미지 약한 폭탄 맞아도 90%이상 체력 깎입니다. 고생해서 풀업하면 뭐하나 데미지가 지 맘대로인데
,5,2016년 8월 7일,(구)월드에 안들어가지는 오류가 수정되면서 대만족입니다. 게임 도중 가끔 튕기는것 외에는 전부 만족합니다! 전엔 항상 테라리아 에 들어가려고 앱 누르면 3번 이상 튕기곤 했는데 그런것도 싹다 고치신거같네요!♡:)♡ 아이템 안날아가고 확장월드 기능까지 추가가 되니 매우 만족습럽습니다.테라리아 별다섯개!☆☆☆☆☆
0,5,2018년 7월 23일," 샌드박스? 웃기지마라 그래 인정은 한다 마인크래프트 정말 자유도 높은 게임이지 하지만 마크에 자유와 테라리아의 자유는 아주 다른 
개념이다. 그러니 마크와 비교하지마라! 각자 다른 방향으로 진화된게임일뿐이다"
1,5,2017년 9월 19일, 님들 맵같은건 복구 못해요 님들 휴대폰에 있는 파일을 어케 복구합니까. 곧 1.3때 505게임즈가 아닌 따른 업체가 만든다니 오류도 줄을테니 좀만 참으세요. 파일 날라가는건 테라리아 맵에 들어가있는데 배터리가 꺼지면 그러더라구요. 배터리 꺼지지 않게 잘 관리하세요
2,5,2017년 1월 9일,"너무 좋아요!!(I like it a lot!!) 너무~재미있어요!진심으로 인생게임 입니다. 이제는 다 키워서 업데이트만 기다리네요.. 다음 업데이트!기다려져요!더 재미있고,흥미로운 '테라리아'를 만들어 주세요.^^(Truly life too - fun! games. Wait for updates and over it now. Looking forward to it! update ^^, please make 'teraria' more enjoyable and interesting.)"
3,5,2017년 4월 7일, 아...... 이게임은 다 좋은데 게임을 켜 둔채로 다른 일을 하다가 배터리가 없어서 꺼지게 되면 망합니다. 새로운 버전의 파일이라 그러면서 캐릭터를 불러올 수없네요. 혹시 이거 복구 가능한가요? 제발 복구좀 해 주셨으면 좋겠어요.
4,4,2017년 6월 30일, 정말좋은데..왜 골렘이 소환되고나서 바로 자기혼자 없어지죠? 혼자 부서지듯 없어지는데 그렇다고 물리쳤다고 뜨는것도 아니고 아이템이 나오는것도 아닙니다.. 리자드파워셀만 소멸되고 싸우지도 못하네요 오류가 꼭 해결됐으면 좋겠습니다..ㅜㅜㅜ
5,5,2018년 2월 25일, 정말로 잼있는 게임이고 사람들과 같이할수도있고 야생에서 아이템을모으며 사라가면서 아이템을 만들어 나가는 게임이여서 좋습니다 그런데 테라리아1.3버전을 최대한 빨리 업대이트 해주시면 정말 감사합니다 그런데 1.3업대이트 하면 맵들 다 삭제 되는거 아니죠???.. ㅋ
6,4,2017년 1월 5일,"재밌다! 전에는 오류가 많아서 게임하다가 짜증나는 일이 종종 있었는데, 많이 좋아졌고 게임내에서 잡을수 있는 것들도 많아서 좋습니다. 이제 핸드폰을 바꾸거나 할때를 위한 정보저장기능이  강화되면 더 좋을것 같습니다."
7,1,2018년 6월 27일," 게임 최종 업데이트 날짜가 2016년이다. 얼마나 유저를 개똥으로보는거냐 ㅋㅋ 치명적인 버그가 난무하는데도 업데이트를 몇년동안 안하는건 
그냥 안하겠단 소리지... 사지 않는것을 추천한다. 나더 힘들게 만든거 데이터가 날아가버림 ㅋㅅㅋ"
8,1,2018년 1월 8일, 클라우드에 백업해논 세이브가 불과 하루만에 날아갔네요? 삭제한것도 아닌데? 2년전쯤에도 이런 자잘한 오류가 심각하게 많아서 문제였던걸로 기억하는데 몇년째 개선이 안되시나봐요?
9,5,2017년 11월 19일, 제작자님  안녕하세요?  저는  김재규입니다.   테라리아   이게임은   진짜  재미있어요.  근데   궁금한  점은  모바일  게임  테라리아는    멀티플레이어  호스트를   키면   와이파이가   똑같은   사람하고  같이  멀티  플레이를   할수있어요?   답변  꼭꼭   부탁합니다
,5,2016년 12월 16일,게임은 최고네요 현재 더 룸 1 2 3를 구매하여 플레이하고 있는 플레이어입니다. 그래픽이나 스토리가 너무 알차고 재밋어요! 다만 게임상 오류로 인해 플레이도중 멈춰 있습니다ㅠ 오류 한번만 확인해주세요..
0,5,2016년 9월 16일,1.2에 이어 최고네요 추석이나 크리스마스때 세일할거 같아서 위시리스트에 올려두고 기다렸던 보람이 있네요! 1.2편 하신 분들이라면 헤매지 않고 할수 있을 난이도이지만 노멀엔딩 깨고나서 부터 헤매는 나는 뭐지 ㅋㅋ 새로운 엔딩 하려는데 막힙니다. 왜 중앙 추는 움직이지 않을까요. 여튼 더룸 천재들이 만든 게임!
1,5,2017년 5월 28일," 이거 엔딩이 4가지 버젼인것 같은데 맞나요? 5시간 47분 걸렸네요ㅠㅠ1,2보다 훨씬 어려워졌고 방이 연결되어 있어서 그거 왔다갔다하는 시간이 많이 걸리네요. 한글판 안나와서 스토리는 100프로 이해못했지만 역시 고퀄입니다!!! 4도 나왔으면~~~"
2,5,2016년 11월 17일,뭐라해야 이게임을 표현할수있을까 한편의 영화네요 ....  돈이 전혀 안아까움 거의 끝나갈때는 끝나면 뭐하나 걱정하면서 진행했네요 .. 빨리 다음꺼도 나왔으면 좋겠에요
3,5,2017년 7월 4일," 왜 한국어 지원 안해주나요?....1,2 둘다 구매하고 재밌게 했는데...서운하네요. 하지만 3도 재밌습니다. 여러분 후회하지 않을 선택입니다.ㅋㅋㅋ아니 이거 이상한 후기네. 이전 시리즈처럼 아시아도 지원해 주셨으면 좋겠어요."
4,5,2016년 8월 18일,"여전히 명작 더 룸1,2에 이어 세번째 시리즈도 여전히 명작임에 분명하네요. 멀티엔딩 시스템도 재미있구요. 하지만 첫 엔딩이후 이방 저방을 떠돌아다니며 퍼즐을 풀어 나머지 세개의 멀티엔딩에 도달아야하는 과정이 살짝 지루합니다. 첫엔딩 이후론 퍼즐 퍼포먼스를 스킵하는 기능이 있었으면합니다. 아니면 멀티엔딩에 따라 퍼즐전개를 달리 했으면해요. 인디게임임에도 불구하고 기괴하면서 미스테리한 분위기, 호기심과 신비감을 북돋는 내용, 독특한 발상을 지닌 퍼즐들과 난이도까지 최고의 게임입니다."
5,5,2017년 2월 14일," 뭔가 실마리가 더 남았는데 엔딩이어서 당황했는데, 다른 엔딩이 또있었네요. 허허...어쩐지 전 작품들보다 비싸더라니... 다른 엔딩도 깨 봐야겠어요. 진짜 재밌어요!"
6,5,2016년 10월 21일,할말잃음 튜토리얼도 다 진행안햇는데 지리고 평점주러옴 저 원래 이런거 쓰는사람이 아닙니다
7,5,2017년 5월 21일, 모든 엔딩을 보기까지 6시간 반이 걸렸습니다. 공략을 보신다면 더 짧아질 수도 있겠지만 어찌됐든 4천원 정도를 투자할 가치는 차고도 넘칩니다.
8,5,2016년 8월 14일,말이 필요 없음. 1편 해보고 연달아 3편까지했네요.게임과 영화를 동시에 즐기는듯한 정말 멋있기까지한 게임임 돈 한개도 안아까워요. 더 있으면 계속 했을겁니다 ㅎ 소장 가치도 100% 고 그냥 한번 믿고 해보셈 ㅋㅋㅋ 1편부터 쭉 이어서 하는 자신을 보게 될거임
9,5,2017년 7월 28일," 최고입니다! 먼저 그래픽에 반하고, 컨트롤에 반하고~ 스토리가 있기도 때론 전혀 상관없이 진행되기도 했는데.. 진짜 게임 하는동안 몰입해서 했습니다"
,5,2016년 9월 24일,핵잼 진짜 너무 재미있어요. 특히 그래픽이 너무나 좋은것 아쉬운건 한국어가 아니라는것ㅜㅜ진짜 이렇게 게임 돈 주고 구매 안하는뎅 시리즈3까지 다 구매했어용ㅎㅎ 이거 하다가 새벽까지 못잤답니당
0,5,2017년 4월 3일, 캐릭터하나 얻으려고 수만원을 써야하는 창렬한 가챠로 가득한 게임보다 저렴한 가격으로 완결된 게임을 즐기는것이 당신의 즐거움을 위한 선택이다. 현질유도게임보다 훨씬 플레이경험도 뛰어나다.
