,name,review,lda-result-cosine,lda-result-euclide
544,Star Trek™ Fleet Command, Need korea language. 한국어 지원이 필요합니다.,"('Cluedo',)","('Cluedo',)"
545,Star Trek™ Fleet Command, 복잡한데 재미남 시간 투자 필요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
546,Star Trek™ Fleet Command, Awesome game. I hope no paying users could keep playing this game in good environment.,"('Age of Civilizations II',)","('Age of Civilizations II',)"
547,Star Trek™ Fleet Command, I love it. but there is too much PK. It's too hard to mine something.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
548,Star Trek™ Fleet Command, Very well This game is very interesting,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
549,Star Trek™ Fleet Command, 한글 지원하면 좋겠다,"('Bloons TD 5',)","('Bloons TD 5',)"
550,Star Trek™ Fleet Command, Hope to meet TNG characters and ships.,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
551,Stickman Hook," 현금▷카지▷노 🔥 M Χ M 2 １ , ℂ 0 'Ⅿ 🔥 전에 업데이트에 매치 설정이 바꾸셨길래 뭐지? 하고 넘겼는데 제가 실버 3773이거든요. 그런데 실버인데 매치를 하면 랭크가 높은 사람들이 많이 서버에 들어와서 게임이 너무 어려워요. 진짜 다른 건 다 좋은데 랭크가 같은 사람들이랑 하는 게 좋아요. 그래서 낮은 랭크인데 핵을 쓰는 유저들이 많아요","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
552,Stickman Hook, 이 게임 정말 재미있긴 한데 제가 지금 445단계이거든요. 근데 올라가도 큰 차이가 없어요. 난이도가 다 비슷해요 그리고 캐릭터도 더 만들어 주세요,"('Block Puzzle',)","('Block Puzzle',)"
553,Stickman Hook, 게임 자체는 잘 만들었습니다 그러나 광고가 너무 많습니다. 이 점은 와이파이를 끄면 되지만 너무 번거로운 점이 있어 광고를 자제해주셨으면 좋겠습니다 +같은 곳에서 튕기다 보면 엄청 빨라지는 거 의도한 건가요?,"('Cluedo',)","('Cluedo',)"
554,Stickman Hook, 이건 레알 게 꿀 재이다 광고가 만지만 와이파이 끄면 되니까 괜찮아요 그리고 중독성 쩔고 밖에서 시간 때 우거나 기다리거나 할 때 하면 좋을 듯. 굳!,"('Angry Birds Rio',)","('Angry Birds Rio',)"
555,Stickman Hook, 진짜 핵잼꿀잼이고 진짜 재미있는데 캐릭터를 도 다양하게 해줬으면 좋을 거 같아요 광고도 다 보고 캐릭터 다 얻었는데 더 새롭고 신기한 캐릭터가 추가됐으면 좋겠네요! 그럼 좋은 시간 보내세요~!,"('Color Road',)","('Color Road',)"
556,Stickman Hook, 버그 땜에 65단계 통과가 안됐어요;; 너무 멀리 위로 날아가서 골인 지점까지 들어갔는데 죽더라고요 버그 좀 고쳐주세요,"('Angry Birds Classic',)","('Angry Birds Classic',)"
557,Stickman Hook, 이 게임 순위 없나요? 있으면 좋을 거 갔습니다. 참고로 800 단계 초반임,"('Block Puzzle',)","('Block Puzzle',)"
558,Stickman Hook, ㅋㅋㅋㅋㅋㅋㅋ 은근 재미나네..... It is fun! Good for passing time!!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
559,Stickman Hook, 어제 깔았는데 지금까지 이 게임에만 빠저있어요ㅋㅋㅋㅋㅋㅋ 하는 방법도 간편하고 아주 쉬운 게임이에요 날아다닐 때는 스파이더맨 깉은느낌이 들어요 아주 재미있는 게임이에요 그러니까 다른 사람들도 지금 해보세요!,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
560,Stickman Hook, 캐릭터 좀 더 늘려주세요 캐릭터가 다 있어서 할 맛이 않나요,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
561,Subway Surfers, 심심하고 와이파이 안 터질 때 하면 딱 좋네요 재밌어요~,"('Angry Birds Classic',)","('Angry Birds Classic',)"
562,Subway Surfers, 몇 년 전에 하다가 복귀했는데 역시 꿀 잼은 꿀 잼!,"('Bloons TD 5',)","('Bloons TD 5',)"
563,Subway Surfers, 업데이트돼서 너무 예쁘고 재미있어요. 앞으로 더 재미있게 해주세요,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
564,Subway Surfers, It's good when you do not have Wi-Fi! Full chan! But let me get a lot of item boxes (?) When I play games.,"('Bubble Shooter',)","('Bubble Shooter',)"
565,Subway Surfers, 업데이트돼서 더 좋고 와이파이가 필요 없어서 어디서든지 할 수 있어서 좋네요,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
566,Subway Surfers, 꿀 잼입니다!,"('Angry Birds Classic',)","('Angry Birds Classic',)"
567,Subway Surfers, 안녕하세요 ㅠ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
568,Subway Surfers, Lllllllooooooovvvvvvvveeeeee iiiiiiittttt!!!!!!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
569,Subway Surfers, Good best game,"('Cluedo',)","('Cluedo',)"
570,Subway Surfers, 재밌어요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
571,SuperRetro16 (SNES), 슈퍼패미콤 인가 현대수퍼컴보이 게임이 하고 싶을 땐 이게 정말 좋습니다.,"('Angry Birds Classic',)","('Angry Birds Classic',)"
572,SuperRetro16 (SNES), 게임별 바로 실행 위젯 기능 추가해 주세요~,"('Block Puzzle',)","('Block Puzzle',)"
573,SuperRetro16 (SNES),유료 버전 쓰지만 하나도 안 아까움.. 드롭박스에 데이터 저장시켜서 다른 단말과 공유하는 기능도 매우 편리함 다만 프레임이 조금 떨어지는 듯,"('Block Puzzle',)","('Block Puzzle',)"
574,SuperRetro16 (SNES),게임 목록이 2개씩 생기는 건 뭐예요 게임 목록 불러오면 두 개씩 생기는데 뭐죠??,"('Cluedo',)","('Cluedo',)"
575,SuperRetro16 (SNES),Great Good for you,"('Age of Civilizations II',)","('Age of Civilizations II',)"
576,SuperRetro16 (SNES),이거 게임은 어떻게 다운 어떻게 다운로드하고 집어넣음? 어디서?,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
577,SuperRetro16 (SNES),굳 굳,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
578,SuperRetro16 (SNES),환불 요청 Phantagy star 4 가 되는지 알았는데 에뮬을 잘못 깔았어요ㅜㅜ 환불 요청 바랍니다,"('Age of Civilizations II',)","('Age of Civilizations II',)"
579,SuperRetro16 (SNES), Excellent,"('Bubble Shooter',)","('Bubble Shooter',)"
580,SuperRetro16 (SNES),,"('Angry Birds Rio',)","('Angry Birds Rio',)"
581,Swing Star, 너무 재미있어요. 전 오늘 아침 9시 48분부터 10시 27분까지 광고가 안 나와서 좋고요. 한 끈을 넘어도 안 죽어서 너무 좋아여♡~~재작자님 힘내세요.!!!~~♡,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
582,Swing Star, 재밌어요 업데이트 많이 해주세요,"('Age of Civilizations II',)","('Age of Civilizations II',)"
583,Swing Star, 쩔어,"('Angry Birds Rio',)","('Angry Birds Rio',)"
584,Swing Star, 가꿀 잼,"('Bubble Shooter',)","('Bubble Shooter',)"
585,Swing Star, 친구 폰으로 해봤는데 재미있어서 저도 이 앱 깝니다,"('Bubble Shooter',)","('Bubble Shooter',)"
586,Swing Star, 해거 없을 때 하면 꿀ㅈ잼! ㄹㅇ재미있ㅇ음,"('Bubble Shooter',)","('Bubble Shooter',)"
587,Swing Star, 진짜 제미 어요,"('Age of Civilizations II',)","('Age of Civilizations II',)"
588,Swing Star, 재미있어요 😊,"('Bloons TD 5',)","('Bloons TD 5',)"
589,Swing Star, 대~~~~~~~~~~~~~박!!!!!!!!!!!!!!!!!!!!!,"('Cluedo',)","('Cluedo',)"
590,Swing Star, 구우 우우 우우 우우 우우 우우 우우 웃,"('Angry Birds Classic',)","('Angry Birds Classic',)"
591,Tank Stars, 오류가 너무 많고요 광고도 너무 많아요... 보상으로 상자를 주는데 솔직히 광고 보고 까는 건 점 아닌 것 같아요.... 한판 끝날 때 미다 광고 보고.. 그래도 이건 참을 만해요 근데! 오류가 너무 많아요 예를 들어 갑자기 튕긴다든지 아니면 갑자기 화면이 멈춘다든지 이것만 개선해주시면 더 재미있는 게임이 될 것 같아요,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
592,Tank Stars, 많이 재미있어요. ㅎㅎ,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
593,Tank Stars, 캐시 결제 완료 떴는데 게임에 머니랑 아이템 안 들어왔음요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
594,Tank Stars, 재밌긴 한데 광고 좀 제발 줄여주세요 너무 광고 많이 떠요ㅠㅠ,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
595,Tank Stars, 재미있는데 업데이트 후 렉이 좀 걸리네요 그래도 재미있어요^^,"('Angry Birds Classic',)","('Angry Birds Classic',)"
596,Tank Stars, 최악이란 인간 내가 그 집 가서 그 인간 없앤다. 어!는 뻥,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
597,Tank Stars, 앙세나 띠니는 네가 못하는 거,"('Angry Birds Rio',)","('Angry Birds Rio',)"
598,Tank Stars, 와 넘나 재미있는 걸요 해보세요님덜ㄷㄷ,"('Angry Birds Rio',)","('Angry Birds Rio',)"
599,Tank Stars, 조작도 간단하고 조준 계심 좋아하는데 정말 재미있게 플레이하고 있습니다♥,"('Angry Birds Classic',)","('Angry Birds Classic',)"
600,Tank Stars, 재미있긴 한데 들어갔는데 메뉴 화면이 안뜸 탱크 만음 이거 진짜 다 격음,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
601,Terraria, 샌드박스? 웃기지 마라 그래 인정은 한다 마인크래프트 정말 자유도 높은 게임이지 하지만 마크에 자유와 테라 리비아의 자유는 아주 다른 개념이다. 그러니 마크와 비교하지 마라! 각자 다른 방향으로 진화된 게임일 뿐이다,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
602,Terraria, 님들 맵 같은 건 복구 못해요 님들 휴대폰에 있는 파일을 어떻게 복구합니까. 곧 1.3 때 505게임즈가 아닌 따른 업체가 만든다니 오류도 줄을 테니 좀만 참으세요. 파일 날아가는 건 테라리아 맵에 들어가 있는데 배터리가 꺼지면 그러더라고요. 배터리 꺼지지 않게 잘 관리하세요,"('Bloons TD 5',)","('Bloons TD 5',)"
603,Terraria,"너무 좋아요!!(I like it a lot!!) 너무~재미있어요! 진심으로 인생게임입니다. 이제는 다 키워서 업데이트만 기다리네요.. 다음 업데이트! 기다려져요! 더 재미있고, 흥미로운 '테라리아'를 만들어 주세요.^^(Truly life too - fun! games. Wait for updates and over it now. Looking forward to it! update ^^, please make 'teraria' more enjoyable and interesting.)","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
604,Terraria, 아...... 이 게임은 다 좋은데 게임을 켜 둔 채로 다른 일을 하다가 배터리가 없어서 꺼지게 되면 망합니다. 새로운 버전의 파일이라 그러면서 캐릭터를 불러올 수 없네요. 혹시 이거 복구 가능한가요? 제발 복구 좀 해 주셨으면 좋겠어요.,"('Bubble Shooter',)","('Bubble Shooter',)"
605,Terraria, 정말로 재밌는 게임이고 사람들과 같이할 수도 있고 야생에서 아이템을 모으며 살아가면서 아이템을 만들어 나가는 게임이어서 좋습니다 그런데 테라리아1.3버전을 최대한 빨리 업데이트 해주시면 정말 감사합니다 그런데 1.3업데이트 하면 맵들 다 삭제되는 거 아니죠???.. ㅋ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
606,Terraria, 제작자님  안녕하세요?  저는  김재규입니다.   테라리아   이 게임은   진짜  재미있어요.  근데   궁금한  점은  모바일  게임  테라 리비아는    멀티플레이어  호스트를   키면   와이파이가   똑같은   사람하고  같이  멀티플레이를   할 수 있어요?   답변  꼭꼭   부탁합니다,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
607,Terraria, 업데이트 언제 하나요.?? 정말 하고 싶습니다. 새로운 거 빨리 나왔으면 좋겠어요. 부탁드립니다... 아 근데 저 영어 판 됐는데 한글로 하는 방법 없나요.... 삭제는 안돼요.... 다시 깔고 한 거잖아요ㅜㅜ 힘들게 모은 건데ㅜㅜ ㅎㅎ 업데이트해주세요. 하면 오류가 없어질 듯 ㅋㅋㅎㅎ,"('Cluedo',)","('Cluedo',)"
608,Terraria, 안녕하세요. 테라 아리아를 즐기고 있는 유저입니다. 클라우드 맵 저장에 문제가 있어 말씀드립니다. 캐릭터는 저장이 아주 잘 되는데 맵은 저장을 누르면 계속해서 튕깁니다. 현재 5달 가까이 저장을 못하고 있습니다. 빨리 고쳐주시면 감사하겠습니다.,"('Bubble Shooter',)","('Bubble Shooter',)"
609,Terraria,님들아 이거 보세요 테라 리비아가 업데이트 되면 클라우드 캐릭터 사라지는 버그가 있음. 클라우드는 폰 기종 바꾸거나 할 때 써서 탬 이동시킬 때만 쓰세요. 제작자가 그러라고 클라우드 만드거임.그니깐 결론은 그냥 캐릭터 키우다가 나중에 폰 바꿀 때 그 떼 탬 이동용으로 클라우드쓰샘.글고 제작자님 튕기는 거 수정해주셔서 감사합니다,"('Angry Birds Classic',)","('Angry Birds Classic',)"
610,Terraria, 역시 오류리 아야 아니 오류 좀 고치라고 일 안 해? 헬멧 상자에 넣었다니 갑자기 사라지네? 백업해 놓은 거 있어서 그걸로 해도 안 되네? 그리고 아이템 섞이는 버그 좀 고치라고 검이랑 낚싯대 앝은 인벤토리에 두기만 하면 섞여서 버려야 되잖아 제발 좀 쳐고쳐 노 답들아,"('Angry Birds Rio',)","('Angry Birds Rio',)"
611,The Room Three,1.2에 이어 최고네요 추석이나 크리스마스 때 세일할 거 같아서 위시리스트에 올려두고 기다렸던 보람이 있네요! 1.2편 하신 분들이라면 헤매지 않고 할 수 있을 난이도이지만 노멀 엔딩 깨고 나서부터 헤매는 나는 뭐지 ㅋㅋ 새로운 엔딩 하려는데 막힙니다. 왜 중앙 추는 움직이지 않을까요. 여하튼 다룸 천재들이 만든 게임!,"('Bloons TD 5',)","('Bloons TD 5',)"
612,The Room Three," 이거 엔딩이 4가지 버전인 것 같은데 맞나요? 5시간 47분 걸렸네요ㅠㅠ1,2보다 훨씬 어려워졌고 방이 연결되어 있어서 그거 왔다 갔다 하는 시간이 많이 걸리네요. 한글판 안 나와서 스토리는 100프로 이해 못 했지만 역시 고퀄입니다!!! 4도 나왔으면~~~","('Block Puzzle',)","('Block Puzzle',)"
613,The Room Three,뭐라 해야 이 게임을 표현할 수 있을까 한편의 영화네요 ....  돈이 전혀 안 아까움 거의 끝나갈 때는 끝나면 뭐하나 걱정하면서 진행했네요 .. 빨리 다음 거도 나왔으면 좋겠어요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
614,The Room Three," 왜 한국어 지원 안 해주나요?.... 1,2둘 다 구매하고 재밌게 했는데... 서운하네요. 하지만 3도 재밌습니다. 여러분 후회하지 않을 선택입니다.ㅋㅋㅋ 아니 이거 이상한 후기네. 이전 시리즈처럼 아시아도 지원해 주셨으면 좋겠어요.","('Color Road',)","('Color Road',)"
615,The Room Three,"여전히 명작 더 룸 1,2에 이어 세 번째 시리즈도 여전히 명작임에 분명하네요. 멀티 엔딩 시스템도 재미있고요. 하지만 첫 엔딩 이후 이방 저방을 떠돌아다니며 퍼즐을 풀어 나머지 세 개의 멀티 엔딩에 도달 아야 하는 과정이 살짝 지루합니다. 첫 엔딩 이후론 퍼즐 퍼포먼스를 스킵 하는 기능이 있었으면 합니다. 아니면 멀티 엔딩에 따라 퍼즐 전개를 달리했으면 해요. 인디게임임에도 불구하고 기괴하면서 미스터리한 분위기, 호기심과 신비감을 북돋는 내용, 독특한 발상을 지닌 퍼즐들과 난이도까지 최고의 게임입니다.","('Bloons TD 5',)","('Bloons TD 5',)"
616,The Room Three," 뭔가 실마리가 더 남았는데 엔딩이어서 당황했는데, 다른 엔딩이 또 있었네요. 허허... 어쩐지 전 작품들보다 비싸더라니... 다른 엔딩도 깨 봐야겠어요. 진짜 재밌어요!","('Angry Birds Rio',)","('Angry Birds Rio',)"
617,The Room Three,할 말 잃음 튜토리얼도 다 진행 안 했는데 지리고 평점 주러 옴 저 원래 이런 거 쓰는 사람이 아닙니다,"('Angry Birds Classic',)","('Angry Birds Classic',)"
618,The Room Three, 모든 엔딩을 보기까지 6시간 반이 걸렸습니다. 공략을 보신다면 더 짧아질 수도 있겠지만 어찌 됐든 4천 원 정도를 투자할 가치는 차고도 넘칩니다.,"('Angry Birds Classic',)","('Angry Birds Classic',)"
619,The Room Three,말이 필요 없음. 1편 해보고 연달아 3편까지 했네요. 게임과 영화를 동시에 즐기는듯한 정말 멋있기까지 한 게임임 돈 한 개도 안 아까워요. 더 있으면 계속했을 겁니다 ㅎ 소장 가치도 100% 고 그냥 한번 믿고 해보세요 ㅋㅋㅋ 1편부터 쭉 이어서 하는 자신을 보게 될 거임,"('Bubble Shooter',)","('Bubble Shooter',)"
620,The Room Three," 최고입니다! 먼저 그래픽에 반하고, 컨트롤에 반하고~ 스토리가 있기도 때론 전혀 상관없이 진행되기도 했는데.. 진짜 게임하는 동안 몰입해서 했습니다","('Age of Civilizations II',)","('Age of Civilizations II',)"
621,The Room Two, 캐릭터 하나 얻으려고 수만 원을 써야 하는 창렬 한 가챠로 가득한 게임보다 저렴한 가격으로 완결된 게임을 즐기는 것이 당신의 즐거움을 위한 선택이다. 현질 유도 게임보다 훨씬 플레이 경험도 뛰어나다.,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
622,The Room Two,그럭저럭 퍼즐 좋아하면 재밌게 할 듯. 그래픽에 눈 호강합니다ㅠ 중간중간 무서운 장면도 있긴 한데 그럭저럭할 만해요.  하지만 5단계가 끝이라 너무 서둘러 하다가는 돈 아까울 수 있음. 그래도 단계마다 시간이 좀 걸리니 돈 값어치만큼은 하네요,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
623,The Room Two,재밌어요! 한국어로 번역 안된 게 좀 아쉽긴 하지만ㅋㅋㅋㅋ대충 다 알아먹겠더라고요.. ᄒᄒ 이제 3 사러 갑니다,"('Cluedo',)","('Cluedo',)"
624,The Room Two,재밌어요. 1편 해보다가 3편까지 결제해서 다 엔딩 봤어요. 요번에 ios는 2까지 한글화됐던데 안드도 빨리 됐으면 좋겠어요. 정말 재밌습니다.,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
625,The Room Two,2천 원으로 피시방 가서 오버워치 두 시간 할 바엔 이거 하나 사서 사고력 기르는 게 100배는 더 좋네.............. 팔로 떠납니다,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
626,The Room Two,한글판도 룸은 다시 구매해야 되는 건가요?? 예전에 이거 영문판 너 룸을 돈 주고받았었는데 한글판 나왔다길래 뭐 그냥 한글판 되겠지 했는데 안 되는 거 같은데... 한글판 너 룸은 다시 돈을 주고받아야 하는 건가요??,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
627,The Room Two,역시나 다룸 1 때랑 달라진 게 있다면 더 깨야 할 게 많아짐 그리고 아쉬운 점은 힌트가 영어...ㅠㅠ 1은 한국어였는데 2에서는 한국어 지원이 안됨 마지막은 영화급 퀄리티 굳굳,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
628,The Room Two,방금 엔딩 봤어요 아... 아직도 가슴이 뛰는 것 같아요 정말 시간 가는 줄 모르고 푹 빠져서 두근두근하며 즐겼습니다 진짜 재밌어요! 이제 3 시작해야지,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
629,The Room Two,고퀄리티 퍼즐 게임 짜임새 있는 구성에 훌륭한 연출! 한글판이 빨리 나왔으면 좋겠네요~,"('Bubble Shooter',)","('Bubble Shooter',)"
630,The Room Two, 뼈다귀 나올 땐 심장이 좀 뛰더군요~하얗게 밤을 지새웠습니다 ㅎㅎㅎ 2017년 말에 하나 더 나온다던데,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
631,The Room,"퀄리티 최고입니다. 참고로 한글판도 나왔는데 영문판이랑 결재 연동되지 않습니다.(즉, 새로 구매해야 한다는 얘기) 참고하세요.","('Angry Birds Rio',)","('Angry Birds Rio',)"
632,The Room,This game is My first payed game and i love it! Thx u guys to mack this game and i'm going to play room 2 so cya,"('Bubble Shooter',)","('Bubble Shooter',)"
633,The Room,버벅임 해결된 듯 굿!,"('Age of Civilizations II',)","('Age of Civilizations II',)"
634,The Room, Magnificent!  Puzzle after puzzle!  It's just awesome!,"('Angry Birds Rio',)","('Angry Birds Rio',)"
635,The Room," So addictive, abt to buy Room 2","('Bubble Shooter',)","('Bubble Shooter',)"
636,The Room, 긴박한 게임!,"('Age of Civilizations II',)","('Age of Civilizations II',)"
637,The Room,재밌네요 재밌어요,"('Bloons TD 5',)","('Bloons TD 5',)"
638,The Room, 와.... 하나하나 해결해 나갈 때마 짜릿해요; 게임 진짜 잘 만들었다,"('Bloons TD 5',)","('Bloons TD 5',)"
639,The Room,Too addictive Omg,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
640,The Room, 돈이 안 아까울 만큼 재밌네요,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
641,Tomb of the Mask, 게임 관련 리뷰를 적지 광고 때문에 별점 테러 당하네~ 별 한 개 준 사람들 보고 이 게임 안 하시면 진짜 후회합니다!! 광고 많은 거 인정합니다. 하지만 7~8초 기다리면 우측 상단에 x 표시 떠요. 그걸 왜 30초 동안 보고 계신 건가요ㅋ.. 그 광고로 부활도 할 수 있어서 전 너무 만족합니다. 광고가 싫으시면 와이파이나 데이터 끄시면 하나도 안 나와요. 모두 즐겜~!~!~!~! *빠른 업데이트 부탁드립니다.*,"('Bloons TD 5',)","('Bloons TD 5',)"
642,Tomb of the Mask, 여러분 광고는 게임을 종료하고 와이파이나 데이터를 끄고 게임을 키면 광고 없이 게임 즐길 수 있습니다!!! 200단계까지 올 글하고 너무 재미있어서 리뷰 남겨요 :) 그리고 3일 체험 후에 자동 결제되는 형식이니까 제발 참고하시고 체험해주세요! 마스크는 스테이지 클리어에 거의 무관합니다!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
643,Tomb of the Mask," 정말 재밌게 하고 있어요! 진짜 짱잼입니다! 근데, 미션에 스토리 모드가 있던데, 그거는 어떻게 바꾸는 건가요? 200까지 다 깨고, 계속 탐구하고 있어요.. 어떻게 바꾸는지...ㅎㅎ 답장 부탁드려요","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
644,Tomb of the Mask,,"('Angry Birds Rio',)","('Angry Birds Rio',)"
645,Tomb of the Mask, 제가 오늘 깔아봤는데 쉽게 만들어진 거 같습니다. 저처럼 초보자분들도 처음부터 고수? 중수? 가 될 수 있을 거 같네요. 다른 게임 초보자님들도 한번 해봐보면 좋을 거 같아요.,"('Cluedo',)","('Cluedo',)"
646,Tomb of the Mask, 너무 재밌었어요! 200백 스테이지 다 깨서 이것만 남기고 지울려고요! 그리고 아쉬운 점은.. 광고가 너무 많이 나오는 것? 그래서 와파 끄고 했거든요.. 그것만 빼면 괜춘..하하,"('Angry Birds Classic',)","('Angry Birds Classic',)"
647,Tomb of the Mask, 재밌어요ㅠㅠ 근데 가능하면 빠른 업데이트 부탁드려요. 심심할 때 가끔 이 게임 들어가서 하고 있거든요? 근데 다해버려서 이젠 할 게 없네요ㅠ 힘드시겠지만 부탁해요.,"('Bubble Shooter',)","('Bubble Shooter',)"
648,Tomb of the Mask, 한 번씩 죽는 것과 광고 때문에 짜증 나지만 아주 재밌고 신나는 게임입니다. 이 좋고 재밌고 신나는 게임 만들어주셔서 정말 정말 감사드립니다. 이 게임 만드시느라 많이 힘들고 머리 아플 텐데.... 제일은 아니지만 저이들을 위해 ㅠㅠ 흑흑흑흑흑 다시 말하지만 정말 정말 감사드리고 줘 손해용 ㅠㅠ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
649,Tomb of the Mask, 정말 게임성도 좋고 재미있는 게임인 것 같습니다. 여기 말해도 안될 것 같지만 다만 아쉬운 점이 있다면 스테이지가 너무 부족합니다... 며칠 재미 들여서 했더니 금방 깨버렸네요. 업데이트 기대합니다!,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
650,Tomb of the Mask, 게임 시작 때 나오는 무료체험 어쩌고~ 그거 그냥 된 거 같은데 저도 3일 뒤 유료로 되는 건가요? 취소하고 싶은데 설정에도 없고.. 어디서 취소해요? 다른 분들처럼 자동 결제될까 봐 무섭네요,"(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
651,Toon Blast, 재미있고 도전 성취감 있어요,"('Bubble Shooter',)","('Bubble Shooter',)"
652,Toon Blast, 참 재미남,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
653,Toon Blast, 고퀄 게임입니다. 대박.,"('Age of Civilizations II',)","('Age of Civilizations II',)"
654,Toon Blast, GOOD,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
655,Toon Blast, 👍,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
656,Toon Blast, 좋아요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
657,Toon Blast, 진짜 진짜 진짜 너무 재밌는데 혹시 곰돌이 터치 5개 남았을 때 표정 안 좋아지는 거 차라리 응원하는 모습이면 좋을 거 같긴 해요.. '어떡할 거야 너 이제 못해' 하는 거 같아서 너무 기분나빠ㅋㅋㅋㅋㅋㅋㅋㅋㅠㅠ,"('Civilization Revolution 2',)","('Civilization Revolution 2',)"
658,Toon Blast, 오프라인으로 할 수 있다니ㅠㅠ)bb 게임 방식은 한 번 클리어하면 다시 못하고 바로 다음 레벨로 넘어감. 월드 서버에 세계인들과 경쟁도 함. 길드? 클럽? 도 있으니 모두와 함께 튼 블래스트~,"('Bloons TD 5',)","('Bloons TD 5',)"
659,Toon Blast, 광고 보고 처음에는 재미없을 줄 알았는데 해보니까 너무 재미있어 가지고 우리 가족들한테 소계 해 줬어요,"('Cluedo',)","('Cluedo',)"
660,Toon Blast, 재밌어요. 깰수록. 근데 하트를 좀 더 주세요 ㅠㅠ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
661,True Skate, omsi 2 님 재미없다고 환불해달라는 게 말이 돼요?,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
662,True Skate, 너무 재밌네요ㅎㅎ 돈 주고 산 의미가 있는 거 같아요ㅎ,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
663,True Skate, It's very funny. It's very controlled.,"('Bloons TD 5',)","('Bloons TD 5',)"
664,True Skate, 맵 일부분만 다는 안 원하는데 일부분만 맵 그 게임 돈으로 좀 바꿔주세요,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
665,True Skate, 생각보다 정말 재밌는 게임이다,"('Age of Civilizations II',)","('Age of Civilizations II',)"
666,True Skate, 할인해서 깔아봤는데 꿀 잼입니다,"('Cluedo',)","('Cluedo',)"
667,True Skate, VERY GOOD,"('Angry Birds Rio',)","('Angry Birds Rio',)"
668,True Skate, 꿀 잼,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
669,True Skate, 이거 2300원 값 하긴 하는데 공짜로 뿌리면 링 갓 게임,"('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
